Node ID,Von Mises Stress,Stress X,Stress Y,Displacement X,Displacement Y,Shear
17655,59596325.8969,55978146.2351,-6188116.59018,0.000323342084885,2.09696809179e-08,3340515.03738
17656,41189048.7732,39220051.7654,-721935.424954,0.000170227199793,-1.35602727532e-05,6569874.24692
17657,53505982.5537,55112234.3063,3398705.72090,0.000268179237843,-5.51050156355e-05,655963.476499
17658,60505364.8819,58513283.7296,-3752943.05881,0.000305215954781,8.24423320591e-06,-1066646.31019
17659,131603709.571,123650594.457,12640844.7266,0.0002369646281,1.41118550673e-05,-33829591.9418
17660,136804298.683,126537242.317,12277708.9119,0.000236494854093,1.39523539692e-05,-36998142.9100
17661,134086319.793,124015491.803,12913968.5631,0.000235980167985,1.39331314713e-05,-36669971.9429
17662,61121622.0097,62131988.2075,3325067.04330,0.000242757454515,-4.54666428268e-05,-4865034.22260
17663,60359706.9288,61709129.6514,4029434.36305,0.000244697391987,-4.63623031974e-05,-4750231.02760
17664,16812064.7299,3047905.60404,-14038661.6389,0.000341740965843,-1.67889669538e-05,-3340821.04762
17665,68695438.8102,60597701.7085,-9562319.11977,0.000311139017344,-3.02217733115e-05,-11196567.2175
17666,69263747.9729,61406521.4793,-9848799.06972,0.000310720533133,-3.03649008274e-05,-10407154.0833
17667,69649389.4554,62325120.6080,-9058851.24207,0.000309631586075,-3.09485942125e-05,-10327310.2442
17668,49188504.5153,48030001.0045,-1122870.62407,0.000150283485651,4.95831191074e-07,-4375525.27587
17669,48763796.7081,47528340.9754,-1140987.98235,0.000152320429683,-2.71505763521e-07,-4598316.86815
17670,48583227.6065,48597503.3442,29107.8083877,7.62799605727e-05,2.93882712722e-05,-93795.7405113
17671,80940387.8428,86479209.8999,12649139.0864,0.000280444324017,-4.49053831398e-05,-1480931.43106
17672,60855831.8441,65713329.9510,12082467.4765,0.000247237131,1.87371876091e-05,3325842.63881
17673,61149161.5757,66406650.5432,13091850.7576,0.000248579055071,1.88871584833e-05,3020271.89732
17674,67711823.6752,63099850.9725,-8013508.31985,0.00030379447341,1.4331425773e-06,3338281.81028
17675,65490611.9921,59044292.1321,3249184.94622,0.000213668510318,5.30773960054e-06,-18111510.5947
17676,125934720.466,114085731.597,16065747.5903,0.000235195428133,-4.17335368693e-05,38378657.2048
17677,125239136.285,113116768.519,15933548.1326,0.000232285097241,1.34785724804e-05,-38461718.8772
17678,68313058.4979,59461878.7766,-11103891.2137,0.000313058316708,-2.91923303157e-05,-10761107.4448
17679,68826490.8847,60456574.1221,-10514065.3451,0.000311843633652,-2.97876857221e-05,-10581407.4675
17680,45682404.3697,48750320.7525,6940520.96208,4.77697141469e-05,-1.4305759687e-06,-395848.199725
17681,45954812.2513,48830594.6986,6437488.55591,5.24250678718e-05,-1.20801397134e-06,-328088.440001
17682,55280888.1125,54916742.2340,-560210.476319,0.000166195869446,-3.16213108599e-05,1736782.73530
17683,54731273.0545,54376764.2067,-475536.882877,0.000161572337151,-3.036663495e-05,2049021.90538
17684,145864155.181,143749039.968,6662372.19175,0.000275912791491,-4.42102625966e-05,-22552809.7153
17685,55882813.0110,53878643.6717,-3245402.35599,0.000179776027799,-2.57182214409e-05,3395586.96747
17686,58359404.4881,60794376.6912,6126989.44410,0.00025071233511,-4.85591106117e-05,-3864813.90397
17687,57919904.0744,57458298.9284,-901099.822351,0.00033775383234,-4.5694321394e-05,473120.279610
17688,57932954.6271,57259997.7493,-1308551.50024,0.000335962861776,-4.467343539e-05,541579.969227
17689,57862595.7015,57287952.2869,-1129590.95978,0.000339689850807,-4.46061789989e-05,246695.056558
17690,26499367.5281,11312238.6138,-14644485.3942,0.00018951651454,-4.15375456214e-06,-8044187.78419
17691,47729242.5022,30280714.8298,18323590.1197,0.000315278917551,3.87858203612e-06,22951080.9580
17692,45171649.1338,28426395.5752,17554657.6182,0.000316014617682,3.58166103251e-06,21781242.3706
17693,46611374.8177,27337512.3342,20135065.5556,0.000316049963236,4.14432259277e-06,22878683.0902
17694,45389066.1691,46063990.5930,1449626.32656,0.000400216221809,-1.88169591129e-05,991674.567262
17695,45476989.9103,46062243.1437,1313173.26427,0.000397377461195,-1.77417006344e-05,1315250.29739
17696,57379034.0871,57135943.8215,-461959.260489,0.000202572181821,-4.1824053973e-05,-640206.133468
17697,57409129.4792,56977774.6201,-822283.606728,0.000201589435339,-4.04009744525e-05,-777454.513311
17698,73071359.5798,69359856.5601,4518432.57745,0.000222127795219,-3.43618094921e-05,16549073.4010
17699,71955375.8320,67753378.5502,3860406.21599,0.000221052199602,-3.38301435113e-05,16670419.2479
