Node ID,Equivalent Stress,Stress X,Stress Y,Deformation X,Deformation Y,Shear
3199,49298977.6698,-48450812.0,-823588.03125,-0.000833946280181,-4.35933470726e-05,-648599.791667
3200,38355338.3188,-49012732.0,-9828626.41667,-5.60805419809e-05,2.71975368378e-05,1232350.21875
3201,106063876.146,-130470492.571,-8815942.85714,-0.000503839808516,9.2550762929e-05,2419756.70982
3202,96424830.1860,-122190609.6,-11748129.4,-0.000499983201735,9.56397416303e-05,115403.4125
3203,51558972.8132,-51279877.1429,-24757.8062221,-0.000801891379524,0.000201560877031,605464.433036
3204,51313002.1208,-50944890.6667,-57242.4563802,-0.000819811713882,0.00019297619292,675397.21875
3205,52268584.0829,-47554929.3333,2136399.10417,-0.000682125799358,-6.78481083014e-05,-4293971.45833
3206,44389424.1463,-45346919.3333,-1490403.54167,-0.000256570318015,-4.20591859438e-05,3390210.33333
3207,48884391.3999,-1026333.03125,19741315.3333,-0.00067082978785,-6.97220320944e-06,-3132848.39583
3208,34053272.6724,-6502174.25,15039851.1667,-0.000337536534062,-2.94102137559e-05,3932830.08333
3209,31408340.0046,-4597899.61458,12433673.5,-0.000339329359122,-3.36328012054e-05,1787510.97526
3210,93878109.7873,-117098545.333,-12293414.5,-0.000521938549355,-9.4871269539e-05,-11264325.25
3211,52959054.2229,-56104428.0,-2617122.85417,-0.000543418631423,-0.000159984439961,3252773.875
3212,52104250.3328,-56418524.0,-3875346.66667,-0.000536007864866,-0.000158320995979,3209267.95833
3213,53754379.1941,-55866996.6667,-1473295.55208,-0.000551957986318,-0.000160621915711,3187704.08333
3214,55064270.8553,-54303650.6667,1542671.0625,-0.000599707243964,-0.000167807709659,1672133.6875
3215,56613686.1986,-67493193.1429,-7718450.35714,-0.000466388999484,-0.000115914968774,-4209674.46429
3216,53638017.1000,-54036990.0,83816.5691732,-0.00028822029708,-0.000212374769035,319818.526042
3217,52696667.0259,-48421702.0,2219217.77083,-0.000682411249727,7.51558545744e-05,3899653.25
3218,49742665.9146,-48871826.6667,1170167.85417,-0.000285488989903,-7.29553066776e-05,4148929.79167
3219,48243597.0229,-47833737.3333,419413.036458,-0.000277035724139,-6.39544450678e-05,4182579.375
3220,51125091.6636,-49970472.6667,1775314.17708,-0.000294819328701,-8.17857944639e-05,3956803.0
3221,50654497.2261,-49992830.6667,-252606.804688,-0.000817601627205,0.00013344999752,1168622.83333
3222,34877420.9431,-3550217.5,19338437.3333,-0.000333120493451,-2.6639772841e-05,1468772.08333
3223,50439337.2951,-41872508.6667,2282818.04167,-0.000669604050927,-3.8366233639e-05,-6782335.83333
3224,50494410.0097,-40609860.0,2645427.9375,-0.000665608618874,-3.54907097062e-05,-7553588.41667
3225,52337725.8620,-41798302.6667,3754715.625,-0.000658755074255,-3.91247740481e-05,-8357727.08333
3226,54428421.7787,-45042560.0,4499824.85714,-0.000653555616736,-4.75443994219e-05,-8017174.85714
3227,65567168.1294,-81994106.6667,-10868174.1667,-0.00054358097259,9.39888632274e-05,5252251.66667
3228,90514385.3002,-106279337.333,-13767144.5,-0.000451089348644,-8.66960108397e-05,23255732.0
3229,86272261.3434,-100297733.333,-14404302.3333,-0.000445264624432,-8.50622382131e-05,24100461.6667
3230,40844661.1534,-27179407.3333,-4819890.85417,-0.000367572007235,-4.85529453726e-05,16137302.8333
3231,50444242.0786,-39226901.3333,2862537.0,-0.000662191479933,-3.25587097905e-05,-8332771.0
3232,35360511.2330,-842509.316964,21368031.1429,-0.000318179751048,-7.57137468099e-06,4181058.42857
3233,52143973.9752,-65075072.0,-11044488.6667,-0.000523020687979,-0.000125160528114,3349275.75
3234,89716177.4660,-101921021.714,-13703295.4286,-0.000551832024939,-8.6246203864e-05,-25178685.7143
3235,54214362.5812,-35212436.3333,6484552.83333,-0.000648474961054,2.67685427389e-05,12663287.0
3236,55529578.9015,-35063270.0,7507665.0,-0.000645388674457,2.71604949376e-05,13495560.1667
3237,58467876.6365,-39135855.4286,8731741.92857,-0.00063797988696,3.21875813825e-05,13799993.1429
3238,51182685.8389,-53949333.3333,-2861269.33333,-0.000468221638585,0.000183066120371,2594884.16667
3239,57380921.9215,-56044778.0,3262228.0,-0.000397235271521,0.000143833953189,1791986.97917
